"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2006","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,754",""
"SURVEY","2006","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,164,000",""
"SURVEY","2006","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,329,000,000",""
"SURVEY","2006","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,673",""
"SURVEY","2006","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,147,000",""
"SURVEY","2006","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,156,000,000",""
"SURVEY","2006","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,657",""
"SURVEY","2006","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,135,000",""
"SURVEY","2006","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,046,000,000",""
"SURVEY","2006","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,647",""
"SURVEY","2006","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,129,000",""
"SURVEY","2006","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,473,000,000",""
"SURVEY","2006","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,585",""
"SURVEY","2006","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,126,000",""
"SURVEY","2006","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,839,000,000",""
"SURVEY","2006","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,626",""
"SURVEY","2006","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,128,000",""
"SURVEY","2006","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,507,000,000",""
"SURVEY","2006","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,589",""
"SURVEY","2006","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,144,000",""
"SURVEY","2006","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,273,000,000",""
"SURVEY","2006","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,670",""
"SURVEY","2005","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,999,000",""
"SURVEY","2005","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,606,000,000",""
"SURVEY","2005","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,623",""
"SURVEY","2005","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,995,000",""
"SURVEY","2005","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,523,000,000",""
"SURVEY","2005","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,503",""
"SURVEY","2005","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,010,000",""
"SURVEY","2005","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,197,000,000",""
"SURVEY","2005","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,687",""
"SURVEY","2005","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,029,000",""
"SURVEY","2005","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,046,000,000",""
"SURVEY","2005","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,666",""
"SURVEY","2005","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,043,000",""
"SURVEY","2005","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,696,000,000",""
"SURVEY","2005","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,736",""
"SURVEY","2005","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,053,000",""
"SURVEY","2005","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,083,000,000",""
"SURVEY","2005","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,666",""
"SURVEY","2005","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,059,000",""
"SURVEY","2005","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,977,000,000",""
"SURVEY","2005","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,653",""
"SURVEY","2005","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,075,000",""
"SURVEY","2005","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,891,000,000",""
"SURVEY","2005","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,641",""
"SURVEY","2005","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,085,000",""
"SURVEY","2005","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,253,000,000",""
"SURVEY","2005","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,569",""
"SURVEY","2005","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,078,000",""
"SURVEY","2005","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,609,000,000",""
"SURVEY","2005","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,609",""
"SURVEY","2005","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,081,000",""
"SURVEY","2005","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,199,000,000",""
"SURVEY","2005","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,564",""
"SURVEY","2005","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,096,000",""
"SURVEY","2005","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,851,000,000",""
"SURVEY","2005","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,633",""
"SURVEY","2004","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,983,000",""
"SURVEY","2004","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,394,000,000",""
"SURVEY","2004","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,602",""
"SURVEY","2004","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,993,000",""
"SURVEY","2004","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,605,000,000",""
"SURVEY","2004","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,513",""
"SURVEY","2004","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,002,000",""
"SURVEY","2004","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,763,000,000",""
"SURVEY","2004","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,640",""
"SURVEY","2004","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,993,000",""
"SURVEY","2004","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,532,000,000",""
"SURVEY","2004","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,616",""
"SURVEY","2004","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,998,000",""
"SURVEY","2004","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,029,000,000",""
"SURVEY","2004","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,670",""
"SURVEY","2004","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,014,000",""
"SURVEY","2004","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,278,000,000",""
"SURVEY","2004","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,584",""
"SURVEY","2004","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,025,000",""
"SURVEY","2004","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,396,000,000",""
"SURVEY","2004","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,595",""
"SURVEY","2004","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,027,000",""
"SURVEY","2004","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,206,000,000",""
"SURVEY","2004","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,574",""
"SURVEY","2004","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,029,000",""
"SURVEY","2004","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,610,000,000",""
"SURVEY","2004","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,507",""
"SURVEY","2004","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,022,000",""
"SURVEY","2004","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,081,000,000",""
"SURVEY","2004","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,561",""
"SURVEY","2004","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,019,000",""
"SURVEY","2004","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,622,000,000",""
"SURVEY","2004","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,510",""
"SURVEY","2004","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,016,000",""
"SURVEY","2004","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,316,000,000",""
"SURVEY","2004","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,588",""
"SURVEY","2003","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,141,000",""
"SURVEY","2003","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,599,000,000",""
"SURVEY","2003","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,597",""
"SURVEY","2003","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,141,000",""
"SURVEY","2003","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,448,000,000",""
"SURVEY","2003","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,471",""
"SURVEY","2003","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,140,000",""
"SURVEY","2003","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,044,000,000",""
"SURVEY","2003","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,646",""
"SURVEY","2003","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,121,000",""
"SURVEY","2003","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,641,000,000",""
"SURVEY","2003","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,605",""
"SURVEY","2003","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,101,000",""
"SURVEY","2003","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,011,000,000",""
"SURVEY","2003","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,649",""
"SURVEY","2003","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,098,000",""
"SURVEY","2003","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,337,000,000",""
"SURVEY","2003","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,576",""
"SURVEY","2003","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,084,000",""
"SURVEY","2003","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,257,000,000",""
"SURVEY","2003","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,570",""
"SURVEY","2003","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,067,000",""
"SURVEY","2003","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,017,000,000",""
"SURVEY","2003","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,546",""
"SURVEY","2003","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,053,000",""
"SURVEY","2003","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,466,000,000",""
"SURVEY","2003","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,487",""
"SURVEY","2003","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,028,000",""
"SURVEY","2003","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,891,000,000",""
"SURVEY","2003","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,539",""
"SURVEY","2003","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,004,000",""
"SURVEY","2003","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,464,000,000",""
"SURVEY","2003","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,495",""
"SURVEY","2003","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,994,000",""
"SURVEY","2003","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,173,000,000",""
"SURVEY","2003","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,576",""
"SURVEY","2002","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,109,000",""
"SURVEY","2002","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,321,000,000",""
"SURVEY","2002","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,572",""
"SURVEY","2002","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,113,000",""
"SURVEY","2002","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,259,000,000",""
"SURVEY","2002","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,455",""
"SURVEY","2002","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,117,000",""
"SURVEY","2002","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,905,000,000",""
"SURVEY","2002","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB / HEAD","TOTAL","NOT SPECIFIED","1,635",""
